Session Id,Participant Id,Full Name,UserAgent,UTC Event Timestamp,Action,Role
76c843c0-071d-4a69-83a2-1fcd7bd0ab8b,, ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:50:00 AM,Left,Attendee
560a9900-0e50-4ff6-b4ae-15c0527203b1,, ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
f4403aff-8e1f-47f2-af41-8fdae5703e00,, ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57,03/02/2023 11:57:00 AM,Left,Attendee
b749bedf-bf41-47a2-9b72-182df2322a09,, ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41,03/02/2023 11:57:00 AM,Left,Attendee
84fd2d84-cd12-4d82-9958-1e54e84f7391,, ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.4.00.7175 Chrome/80.0.3987.163 Electron/8.5.5 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
4909ae27-9355-462d-b7a1-c549b15bbc69,, ,SignalR (lang=Java; os=linux; version=2.0),03/02/2023 11:58:00 AM,Left,Attendee
6c0f5521-4e74-4803-9d69-c3a180be3456,, ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML; like Gecko),03/02/2023 11:58:00 AM,Left,Attendee
5089af09-5baf-4137-803d-bebf9da4dcbe,Person1@fake.email.uk,Person1 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:02:00 AM,Joined,Attendee
5089af09-5baf-4137-803d-bebf9da4dcbe,Person1@fake.email.uk,Person1 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
d30538d8-5ea8-401c-a050-9ef3aacd4cb6,Person2@fake.email.uk,Person2 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 10:59:00 AM,Joined,Attendee
d30538d8-5ea8-401c-a050-9ef3aacd4cb6,Person2@fake.email.uk,Person2 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:31:00 AM,Left,Attendee
30b2ea57-fecf-4db8-b77b-2524aaf9bab2,Person3@fake.email.uk,Person3 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:01:00 AM,Joined,Attendee
344a4a9f-aaac-43c6-8b4f-5c83458c4deb,Person3@fake.email.uk,Person3 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:02:00 AM,Joined,Attendee
30b2ea57-fecf-4db8-b77b-2524aaf9bab2,Person3@fake.email.uk,Person3 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:02:00 AM,Left,Attendee
344a4a9f-aaac-43c6-8b4f-5c83458c4deb,Person3@fake.email.uk,Person3 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:58:00 AM,Left,Attendee
51a5ec86-138c-43eb-acf6-f7b3cb8ab21b,Person4@fake.email.uk,Person4 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:02:00 AM,Joined,Attendee
51a5ec86-138c-43eb-acf6-f7b3cb8ab21b,Person4@fake.email.uk,Person4 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:59:00 AM,Left,Attendee
58eeaa06-340d-4f58-940e-c7cb834c4b25,Person5@fake.email.uk,Person5 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/23/2023 12:23:27 PM,Joined,Attendee
58eeaa06-340d-4f58-940e-c7cb834c4b25,Person5@fake.email.uk,Person5 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/23/2023 12:23:30 PM,Left,Attendee
7b40faff-54cf-407b-b54f-e2702efb405d,Person6@fake.email.uk,Person6 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 10:57:00 AM,Joined,Attendee
c3269d29-a1ba-41c6-a30e-e117234d0520,Person6@fake.email.uk,Person6 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:06:00 AM,Joined,Attendee
7b40faff-54cf-407b-b54f-e2702efb405d,Person6@fake.email.uk,Person6 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 10:59:00 AM,Left,Attendee
c3269d29-a1ba-41c6-a30e-e117234d0520,Person6@fake.email.uk,Person6 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
d0b7b3a6-707b-44f6-a89a-8e74a14fcd59,Person7@fake.email.uk,Person7 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/28/2023 01:22:17 PM,Joined,Attendee
fcc66944-ef82-49be-a93e-199ff202f174,Person7@fake.email.uk,Person7 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:09:00 AM,Joined,Attendee
d0b7b3a6-707b-44f6-a89a-8e74a14fcd59,Person7@fake.email.uk,Person7 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/28/2023 01:22:20 PM,Left,Attendee
fcc66944-ef82-49be-a93e-199ff202f174,Person7@fake.email.uk,Person7 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:10:00 AM,Left,Attendee
c600d3da-3a81-40cf-9e4a-2c25b1be39d0,Person8@fake.email.uk,Person8 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 10:58:00 AM,Joined,Attendee
c600d3da-3a81-40cf-9e4a-2c25b1be39d0,Person8@fake.email.uk,Person8 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 12:04:00 PM,Left,Attendee
170e14ff-5107-4874-8b11-8546c90e7f7d,Person9@fake.email.uk,Person9 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/01/2023 11:27:00 AM,Joined,Attendee
1431bcd1-69db-443c-8cda-c6cada6fb96e,Person9@fake.email.uk,Person9 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:01:00 AM,Joined,Attendee
17a98d36-dd33-436c-aa69-7ee30be36f57,Person9@fake.email.uk,Person9 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:06:00 AM,Joined,Attendee
170e14ff-5107-4874-8b11-8546c90e7f7d,Person9@fake.email.uk,Person9 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/01/2023 11:27:00 AM,Left,Attendee
1431bcd1-69db-443c-8cda-c6cada6fb96e,Person9@fake.email.uk,Person9 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:06:00 AM,Left,Attendee
17a98d36-dd33-436c-aa69-7ee30be36f57,Person9@fake.email.uk,Person9 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
58cb8a4e-e47a-4bcd-8472-0458668c4209,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Linux; Android 12; SM-A217F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/109.0.5414.118 Mobile Safari/537.36,02/20/2023 02:56:30 PM,Joined,Attendee
47f9f71f-f908-418a-8097-46ab756fb92a,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:10:00 AM,Joined,Attendee
de46ad3d-8cac-4e58-9adb-36fde62f3276,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57,03/02/2023 11:15:00 AM,Joined,Attendee
a4483bd1-2dcc-42c5-bc6d-3036613ce327,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:23:00 AM,Joined,Attendee
58cb8a4e-e47a-4bcd-8472-0458668c4209,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Linux; Android 12; SM-A217F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML; like Gecko) Version/4.0 Chrome/109.0.5414.118 Mobile Safari/537.36,02/20/2023 03:06:58 PM,Left,Attendee
47f9f71f-f908-418a-8097-46ab756fb92a,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:27:00 AM,Left,Attendee
a4483bd1-2dcc-42c5-bc6d-3036613ce327,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:51:00 AM,Left,Attendee
de46ad3d-8cac-4e58-9adb-36fde62f3276,Person10@fake.email.uk,Person10 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57,03/02/2023 11:57:00 AM,Left,Attendee
3bff4f16-4b01-45d4-b3be-2aa4ca1e44ac,Person11@fake.email.uk,Person11 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:00:00 AM,Joined,Attendee
3bff4f16-4b01-45d4-b3be-2aa4ca1e44ac,Person11@fake.email.uk,Person11 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
4cfad33e-6868-43dd-8e16-2b75315f1abd,Person12@fake.email.uk,Person12 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:07:00 AM,Joined,Attendee
4cfad33e-6868-43dd-8e16-2b75315f1abd,Person12@fake.email.uk,Person12 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:55:00 AM,Left,Attendee
eddec57e-0db1-4e53-9e4e-2a5f5e8bea32,Person13@fake.email.uk,Person13 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:00:00 AM,Joined,Attendee
4b2d645b-b689-41a5-aa90-b29fc7300700,Person13@fake.email.uk,Person13 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:08:00 AM,Joined,Attendee
eddec57e-0db1-4e53-9e4e-2a5f5e8bea32,Person13@fake.email.uk,Person13 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:08:00 AM,Left,Attendee
4b2d645b-b689-41a5-aa90-b29fc7300700,Person13@fake.email.uk,Person13 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
fd8d0de4-31d4-49de-9cd7-75af27bf2d69,Person14@fake.email.uk,Person14 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/28/2023 01:49:25 PM,Joined,Attendee
8f628928-7baf-4e10-b7d0-bb7d3bdb32b0,Person14@fake.email.uk,Person14 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50,02/28/2023 01:49:49 PM,Joined,Attendee
cc7b3026-7fcc-4fff-9ecf-0b8a4dcd6519,Person14@fake.email.uk,Person14 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:03:00 AM,Joined,Attendee
fd8d0de4-31d4-49de-9cd7-75af27bf2d69,Person14@fake.email.uk,Person14 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/28/2023 01:49:53 PM,Left,Attendee
8f628928-7baf-4e10-b7d0-bb7d3bdb32b0,Person14@fake.email.uk,Person14 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50,02/28/2023 01:50:00 PM,Left,Attendee
cc7b3026-7fcc-4fff-9ecf-0b8a4dcd6519,Person14@fake.email.uk,Person14 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:57:00 AM,Left,Attendee
828665e4-b69a-4e2f-afe0-f6fe208ccde0,Person15@fake.email.uk,Person15 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:00:00 AM,Joined,Attendee
828665e4-b69a-4e2f-afe0-f6fe208ccde0,Person15@fake.email.uk,Person15 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,03/02/2023 11:52:00 AM,Left,Attendee
4a8c3605-3f3b-4b87-9816-2d014762df00,Person16@fake.email.uk,Person16 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.5.00.9163 Chrome/85.0.4183.121 Electron/10.4.7 Safari/537.36,03/02/2023 11:37:00 AM,Joined,Attendee
4a8c3605-3f3b-4b87-9816-2d014762df00,Person16@fake.email.uk,Person16 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.5.00.9163 Chrome/85.0.4183.121 Electron/10.4.7 Safari/537.36,03/02/2023 02:42:00 PM,Left,Attendee
164c0085-65d1-437d-a1c7-dc05d0a537c0,Person17@fake.email.uk,Person17 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/21/2023 09:57:08 AM,Joined,Attendee
164c0085-65d1-437d-a1c7-dc05d0a537c0,Person17@fake.email.uk,Person17 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/21/2023 09:57:09 AM,Left,Attendee
f69127a4-75fa-451b-bdff-f159a1e3aabb,Person18@fake.email.uk,Person18 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/24/2023 09:18:50 AM,Joined,Attendee
8ac2cad9-f3e7-42d5-a49e-e3fb4ef93b9d,Person18@fake.email.uk,Person18 Person,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Teams/1.6.00.1381 Chrome/96.0.4664.174 Electron/16.2.8 Safari/537.36,02/24/2023 09:20:05 AM,Joined,Attendee
